,order_id,order_datetime,customer_id,country,order_revenue,item_count,unique_products,order_number
15927,530272,2010-11-02 11:52:00,12389.0,Australia,870.3,362,23,3
3053,497932,2010-02-15 10:12:00,12391.0,Cyprus,712.39,288,46,1
3335,498616,2010-02-22 10:13:00,12391.0,Cyprus,38.099999999999994,6,3,2
5922,505236,2010-04-21 10:58:00,12391.0,Cyprus,1000.5,387,48,3
5923,505237,2010-04-21 10:59:00,12391.0,Cyprus,151.20000000000002,72,1,4
12048,520972,2010-09-01 12:38:00,12391.0,Cyprus,410.34,167,69,5
6270,506115,2010-04-27 14:04:00,12392.0,Australia,234.75000000000003,73,7,1
14172,525872,2010-10-07 13:49:00,12393.0,Australia,303.8,144,16,1
17660,534450,2010-11-22 16:10:00,12393.0,Australia,513.05,351,27,2
5702,504714,2010-04-16 10:16:00,12395.0,Belgium,1125.44,734,52,1
10796,517823,2010-08-02 12:37:00,12395.0,Belgium,251.38,127,16,2
15740,529690,2010-10-29 12:44:00,12395.0,Belgium,325.72,226,18,3
18748,537026,2010-12-03 16:35:00,12395.0,Belgium,346.1,528,12,4
2645,496703,2010-02-03 13:22:00,12396.0,RSA,931.43,591,65,1
3873,500163,2010-03-05 08:45:00,12399.0,Belgium,205.98,219,15,1
9699,515020,2010-07-08 09:13:00,12399.0,Belgium,333.47,530,21,2
17383,533815,2010-11-19 08:53:00,12399.0,Belgium,314.20000000000005,271,15,3
15207,528335,2010-10-21 13:45:00,12400.0,Australia,205.25,91,11,1
2777,497210,2010-02-07 12:41:00,12402.0,Belgium,191.7,87,11,1
5745,504860,2010-04-18 12:04:00,12402.0,Belgium,313.65,168,17,2
9611,514814,2010-07-06 12:15:00,12402.0,Belgium,219.9,92,11,3
12708,522597,2010-09-15 13:24:00,12402.0,Belgium,150.4,80,9,4
16788,532423,2010-11-12 09:50:00,12402.0,Belgium,155.65,63,11,5
9605,514808,2010-07-06 11:39:00,12403.0,Denmark,591.6600000000001,164,4,1
2296,495742,2010-01-26 16:25:00,12404.0,Finland,63.24,1,1,1
1737,494143,2010-01-11 14:04:00,12406.0,Denmark,881.2,452,25,1
6046,505547,2010-04-22 18:41:00,12406.0,Denmark,748.0,576,10,2
16224,531010,2010-11-05 11:42:00,12406.0,Denmark,1345.8600000000001,570,26,3
10661,517512,2010-07-29 13:27:00,12408.0,Belgium,194.1,100,10,1
12704,522592,2010-09-15 13:16:00,12408.0,Belgium,315.06,240,16,2
17440,533972,2010-11-19 13:21:00,12408.0,Belgium,943.06,480,28,3
7496,509437,2010-05-23 15:21:00,12409.0,Switzerland,6802.48,4402,87,1
8250,511479,2010-06-08 13:40:00,12409.0,Switzerland,211.2,96,2,2
9476,514490,2010-07-02 15:10:00,12409.0,Switzerland,101.88,12,1,3
14735,527145,2010-10-15 10:24:00,12409.0,Switzerland,5231.0599999999995,3082,65,4
10427,516935,2010-07-25 13:26:00,12410.0,Switzerland,320.38,130,14,1
15478,528959,2010-10-26 09:25:00,12411.0,Australia,346.9,138,22,1
8815,512902,2010-06-18 13:22:00,12412.0,Denmark,670.88,642,31,1
11083,518508,2010-08-09 14:26:00,12412.0,Denmark,505.90999999999997,371,26,2
15972,530383,2010-11-02 17:02:00,12412.0,Denmark,193.26,155,9,3
15946,530310,2010-11-02 13:26:00,12413.0,Spain,241.35,33,13,1
12094,521126,2010-09-02 12:22:00,12414.0,Austria,130.0,193,8,1
12106,521154,2010-09-02 13:42:00,12414.0,Austria,130.0,1,1,2
12108,521157,2010-09-02 13:47:00,12414.0,Austria,130.0,1,1,3
9282,513987,2010-06-30 08:30:00,12415.0,Australia,2326.7400000000002,1618,87,1
10086,516120,2010-07-16 14:47:00,12415.0,Australia,336.24,175,7,2
10711,517631,2010-07-30 12:38:00,12415.0,Australia,55.0,1,1,3
14813,527350,2010-10-15 16:04:00,12415.0,Australia,250.98,229,16,4
15165,528168,2010-10-21 09:49:00,12415.0,Australia,10.0,1,1,5
16093,530669,2010-11-04 10:57:00,12415.0,Australia,10.0,1,1,6
18296,536009,2010-11-29 15:07:00,12415.0,Australia,16554.88,12048,99,7
3292,498550,2010-02-21 10:19:00,12416.0,Australia,202.56,132,11,1
442,490397,2009-12-06 10:30:00,12417.0,Belgium,309.1,142,18,1
799,491169,2009-12-10 11:25:00,12417.0,Belgium,8.5,10,1,2
1639,493899,2010-01-08 10:43:00,12417.0,Belgium,404.55,200,28,3
3898,500237,2010-03-05 11:56:00,12417.0,Belgium,498.04,267,30,4
5161,503438,2010-04-01 10:05:00,12417.0,Belgium,245.76,131,14,5
8753,512723,2010-06-17 13:06:00,12417.0,Belgium,346.25,49,16,6
10271,516566,2010-07-21 12:31:00,12417.0,Belgium,184.55,186,11,7
12960,523163,2010-09-20 15:31:00,12417.0,Belgium,284.8,100,17,8
13720,524862,2010-10-01 08:39:00,12417.0,Spain,202.06,105,11,9
14785,527288,2010-10-15 13:57:00,12417.0,Belgium,340.0,83,15,10
15458,528920,2010-10-25 14:27:00,12417.0,Belgium,344.2,75,17,11
4520,501813,2010-03-19 14:47:00,12418.0,Switzerland,343.94,202,24,1
7000,508053,2010-05-12 13:11:00,12418.0,Switzerland,535.37,147,16,2
15264,528435,2010-10-22 10:29:00,12418.0,Switzerland,473.31,332,28,3
15266,528438,2010-10-22 10:40:00,12419.0,Spain,322.91,208,20,1
17392,533826,2010-11-19 10:04:00,12419.0,Spain,180.1,23,5,2
10325,516735,2010-07-22 13:57:00,12421.0,Spain,77.8,29,4,1
15124,528117,2010-10-20 14:28:00,12421.0,Spain,213.76,139,16,2
1383,492744,2009-12-18 12:44:00,12422.0,Australia,75.0,60,5,1
3006,497879,2010-02-14 11:15:00,12422.0,Australia,662.25,425,15,2
5354,503860,2010-04-08 10:40:00,12422.0,Australia,396.2,487,10,3
6649,507060,2010-05-06 10:08:00,12422.0,Australia,662.25,1,1,4
6650,507061,2010-05-06 10:09:00,12422.0,Australia,396.2,1,1,5
7403,509188,2010-05-20 17:04:00,12422.0,Switzerland,404.44,294,27,6
7588,509644,2010-05-25 11:28:00,12422.0,Switzerland,80.0,2,1,7
9439,514371,2010-07-02 09:27:00,12422.0,Switzerland,245.73,362,11,8
9472,514484,2010-07-02 14:39:00,12422.0,Switzerland,36.0,2,1,9
9473,514486,2010-07-02 14:41:00,12422.0,Switzerland,40.0,1,1,10
12720,522611,2010-09-15 14:29:00,12422.0,Switzerland,358.67,107,16,11
14329,526213,2010-10-10 14:14:00,12422.0,Australia,230.0,160,6,12
15735,529629,2010-10-29 12:15:00,12422.0,Switzerland,471.55,205,23,13
16599,532026,2010-11-10 13:19:00,12422.0,Switzerland,369.95,119,15,14
11979,520737,2010-08-31 09:31:00,12423.0,Denmark,298.8,82,13,1
17204,533444,2010-11-17 11:33:00,12423.0,Belgium,464.28000000000003,372,27,2
8327,511680,2010-06-09 15:15:00,12424.0,Australia,446.54,422,15,1
14552,526756,2010-10-13 10:29:00,12424.0,Australia,1132.53,863,47,2
12832,522917,2010-09-17 14:10:00,12425.0,Portugal,964.21,651,55,1
3049,497926,2010-02-15 08:41:00,12426.0,Germany,762.48,326,47,1
18707,536861,2010-12-03 10:44:00,12427.0,Germany,303.5,79,10,1
8449,511962,2010-06-11 13:28:00,12429.0,Denmark,894.0,398,15,1
8450,511963,2010-06-11 13:29:00,12429.0,Denmark,513.36,352,10,2
13267,523887,2010-09-24 14:12:00,12429.0,Denmark,1016.05,571,30,3
13268,523888,2010-09-24 14:15:00,12429.0,Denmark,30.599999999999998,12,1,4
19147,538003,2010-12-09 12:05:00,12429.0,Denmark,1281.5,454,20,5
1866,494511,2010-01-15 09:04:00,12431.0,Belgium,1075.27,479,57,1
1868,494513,2010-01-15 09:37:00,12431.0,Belgium,45.0,3,1,2
3803,500008,2010-03-04 09:51:00,12431.0,Australia,394.59,167,17,3
7420,509212,2010-05-21 10:12:00,12431.0,Australia,392.97999999999996,206,10,4
7551,509572,2010-05-24 13:34:00,12431.0,Australia,59.92,8,1,5
8988,513310,2010-06-23 15:00:00,12431.0,Australia,441.5,240,8,6
9607,514810,2010-07-06 11:56:00,12431.0,Australia,294.88,48,10,7
10171,516307,2010-07-19 13:55:00,12431.0,Belgium,549.38,318,30,8
10172,516308,2010-07-19 14:06:00,12431.0,Belgium,90.0,6,1,9
11391,519419,2010-08-17 10:29:00,12431.0,Australia,176.0,88,7,10
12145,521203,2010-09-02 18:04:00,12431.0,Australia,127.0,20,1,11
15505,529057,2010-10-26 12:00:00,12431.0,Australia,365.75,121,13,12
18461,536389,2010-12-01 10:03:00,12431.0,Australia,358.25,107,14,13
11549,519735,2010-08-20 09:23:00,12433.0,Norway,152.4,508,8,1
12748,522651,2010-09-16 10:51:00,12433.0,Norway,973.69,619,53,2
16203,530966,2010-11-05 08:27:00,12433.0,Norway,2292.18,1336,78,3
18511,536532,2010-12-01 13:24:00,12433.0,Norway,1919.1399999999999,1852,73,4
19115,537868,2010-12-08 16:49:00,12433.0,Norway,1867.98,1730,74,5
17735,534659,2010-11-23 13:38:00,12434.0,Australia,297.29,138,20,1
174,489831,2009-12-02 13:58:00,12435.0,Denmark,1008.0,480,1,1
4230,501119,2010-03-12 14:50:00,12435.0,Denmark,728.88,328,15,2
11536,519722,2010-08-19 16:53:00,12435.0,Denmark,1838.32,1067,32,3
16353,531395,2010-11-08 10:07:00,12435.0,Denmark,2520.84,1028,28,4
200,489883,2009-12-02 16:24:00,12437.0,France,578.28,263,27,1
2012,494897,2010-01-19 14:16:00,12437.0,France,537.78,334,31,2
2014,494899,2010-01-19 14:37:00,12437.0,France,72.0,4,1,3
2843,497360,2010-02-09 09:17:00,12437.0,France,1885.61,1532,91,4
3885,500176,2010-03-05 10:35:00,12437.0,France,334.06,217,19,5
4766,502467,2010-03-24 15:24:00,12437.0,France,391.59,265,15,6
5597,504477,2010-04-14 10:08:00,12437.0,France,347.42,180,20,7
5699,504709,2010-04-16 09:27:00,12437.0,France,114.48,216,5,8
7917,510651,2010-06-02 13:34:00,12437.0,France,150.8,177,7,9
9004,513334,2010-06-24 09:29:00,12437.0,France,610.26,325,23,10
10880,518007,2010-08-04 09:14:00,12437.0,France,220.75,98,10,11
12218,521373,2010-09-05 11:47:00,12437.0,France,170.3,155,8,12
12303,521569,2010-09-07 11:40:00,12437.0,France,268.31,179,17,13
12756,522712,2010-09-16 11:43:00,12437.0,France,75.0,53,4,14
12916,523022,2010-09-20 11:42:00,12437.0,France,180.82999999999998,99,11,15
13951,525298,2010-10-05 09:32:00,12437.0,France,253.55,86,10,16
14585,526864,2010-10-13 13:09:00,12437.0,France,340.5,129,13,17
14761,527255,2010-10-15 12:35:00,12437.0,France,447.06,259,20,18
16323,531357,2010-11-07 14:04:00,12437.0,France,326.37,177,18,19
16504,531778,2010-11-09 14:45:00,12437.0,France,180.6,41,5,20
16505,531779,2010-11-09 14:46:00,12437.0,France,246.44,289,9,21
1007,491726,2009-12-14 08:40:00,12439.0,Cyprus,1081.66,452,67,1
2266,495687,2010-01-26 12:11:00,12439.0,Cyprus,76.52000000000001,32,4,2
1485,493183,2009-12-22 12:03:00,12440.0,Austria,568.51,255,21,1
12192,521341,2010-09-03 13:11:00,12440.0,Austria,290.69,76,11,2
19027,537693,2010-12-08 10:45:00,12441.0,France,173.55,121,11,1
592,490718,2009-12-07 15:42:00,12443.0,Norway,485.31,182,21,1
14757,527250,2010-10-15 12:28:00,12445.0,Spain,301.58000000000004,144,20,1
13347,524010,2010-09-27 09:37:00,12449.0,Denmark,678.6,724,9,1
15435,528884,2010-10-25 12:21:00,12449.0,Denmark,90.0,5,1,2
11626,519899,2010-08-22 13:11:00,12450.0,Spain,148.42000000000002,110,11,1
12614,522336,2010-09-14 10:20:00,12450.0,Spain,105.6,68,5,2
16264,531221,2010-11-05 16:27:00,12450.0,Spain,236.3,136,13,3
9180,513762,2010-06-28 12:58:00,12451.0,Switzerland,2151.27,1786,111,1
12119,521172,2010-09-02 15:35:00,12451.0,Switzerland,1389.31,892,42,2
12121,521174,2010-09-02 15:38:00,12451.0,Switzerland,93.78,106,4,3
14708,527113,2010-10-14 17:33:00,12454.0,Spain,4733.52,2232,8,1
14980,527760,2010-10-18 17:12:00,12454.0,Spain,220.0,1,1,2
14996,527796,2010-10-19 11:14:00,12454.0,Spain,4098.96,2232,8,3
16438,531561,2010-11-09 10:09:00,12454.0,Spain,4098.96,2232,8,4
1381,492742,2009-12-18 12:33:00,12455.0,Cyprus,1636.43,517,89,1
4652,502111,2010-03-23 10:30:00,12455.0,Cyprus,777.91,261,12,2
6964,507880,2010-05-11 15:03:00,12455.0,Cyprus,515.61,144,18,3
12952,523146,2010-09-20 14:39:00,12455.0,Cyprus,483.14,291,18,4
13707,524841,2010-09-30 17:59:00,12457.0,Switzerland,632.68,251,22,1
11062,518428,2010-08-09 10:33:00,12458.0,Switzerland,380.61,284,20,1
14237,526002,2010-10-08 11:36:00,12458.0,Switzerland,449.48,196,26,2
5580,504449,2010-04-13 14:53:00,12459.0,Spain,454.36,258,23,1
12416,521914,2010-09-09 13:51:00,12460.0,Belgium,326.65,170,18,1
2297,495745,2010-01-26 16:26:00,12466.0,France,56.73,1,1,1
14520,526668,2010-10-12 15:41:00,12467.0,USA,132.8,129,9,1
2250,495581,2010-01-26 10:09:00,12468.0,Germany,441.23,314,26,1
5424,503985,2010-04-09 10:08:00,12468.0,Germany,1888.31,1046,57,2
9364,514226,2010-07-01 10:28:00,12468.0,Germany,611.66,475,29,3
8863,512955,2010-06-21 10:30:00,12469.0,Thailand,1956.84,2028,10,1
9540,514643,2010-07-05 12:40:00,12469.0,Thailand,1113.7,524,66,2
1990,494860,2010-01-19 11:01:00,12470.0,Unspecified,211.95,95,23,1
523,490563,2009-12-07 10:41:00,12471.0,Germany,808.12,372,28,1
524,490564,2009-12-07 10:42:00,12471.0,Germany,367.9,132,11,2
1035,491780,2009-12-14 12:47:00,12471.0,Germany,615.22,338,29,3
1037,491784,2009-12-14 12:48:00,12471.0,Germany,675.05,202,25,4
1356,492711,2009-12-18 10:09:00,12471.0,Germany,6.75,1,1,5
1357,492713,2009-12-18 10:11:00,12471.0,Germany,6.75,1,1,6
1469,492950,2009-12-21 14:52:00,12471.0,Germany,801.4300000000001,390,25,7
1705,494009,2010-01-11 08:51:00,12471.0,Germany,345.18,148,19,8
1706,494010,2010-01-11 08:53:00,12471.0,Germany,126.15,45,6,9
2253,495605,2010-01-26 10:32:00,12471.0,Germany,455.02,226,24,10
2254,495609,2010-01-26 10:36:00,12471.0,Germany,54.0,3,1,11
2321,495794,2010-01-26 17:22:00,12471.0,Germany,41.09,1,1,12
2853,497371,2010-02-09 10:24:00,12471.0,Germany,368.15,184,17,13
3605,499482,2010-02-28 13:25:00,12471.0,Germany,523.05,202,21,14
4150,500882,2010-03-10 14:50:00,12471.0,Germany,109.6,40,7,15
4151,500883,2010-03-10 14:52:00,12471.0,Germany,274.9,133,16,16
4774,502491,2010-03-25 10:20:00,12471.0,Germany,828.8,289,28,17
4819,502614,2010-03-25 14:23:00,12471.0,Germany,69.6,48,3,18
4848,502672,2010-03-26 09:41:00,12471.0,Germany,19.8,4,1,19
5607,504532,2010-04-14 11:50:00,12471.0,Germany,713.13,372,30,20
5608,504533,2010-04-14 11:51:00,12471.0,Germany,101.75999999999999,88,6,21
6200,505883,2010-04-26 13:53:00,12471.0,Germany,956.9,288,27,22
7186,508523,2010-05-17 10:15:00,12471.0,Germany,648.58,332,29,23
8116,511117,2010-06-07 10:41:00,12471.0,Germany,507.65,55,6,24
8117,511118,2010-06-07 10:42:00,12471.0,Germany,386.65,195,19,25
8119,511121,2010-06-07 10:52:00,12471.0,Germany,125.4,18,2,26
9243,513876,2010-06-29 11:55:00,12471.0,Germany,751.5,336,23,27
9245,513879,2010-06-29 11:56:00,12471.0,Germany,17.700000000000003,6,1,28
10957,518231,2010-08-05 15:28:00,12471.0,Germany,541.2,196,18,29
11641,519914,2010-08-22 13:59:00,12471.0,Germany,405.4,258,19,30
11642,519915,2010-08-22 14:00:00,12471.0,Germany,66.4,22,4,31
11883,520529,2010-08-26 14:53:00,12471.0,Germany,25.0,1,1,32
12074,521040,2010-09-02 09:27:00,12471.0,Germany,103.0,101,2,33
12353,521765,2010-09-08 11:54:00,12471.0,Germany,600.2,205,16,34
12354,521766,2010-09-08 11:54:00,12471.0,Germany,20.28,36,2,35
13387,524109,2010-09-27 13:17:00,12471.0,Germany,758.9,224,22,36
13388,524110,2010-09-27 13:19:00,12471.0,Germany,131.4,102,9,37
13389,524111,2010-09-27 13:22:00,12471.0,Germany,532.48,380,12,38
13885,525169,2010-10-04 12:17:00,12471.0,Germany,373.68,165,8,39
13886,525170,2010-10-04 12:18:00,12471.0,Germany,535.8,212,12,40
13988,525417,2010-10-05 12:44:00,12471.0,Germany,35.0,1,1,41
14118,525748,2010-10-07 09:31:00,12471.0,Germany,336.37,209,17,42
14603,526894,2010-10-13 14:52:00,12471.0,Germany,1057.8,200,16,43
16997,532961,2010-11-15 12:31:00,12471.0,Germany,1452.3,696,38,44
16998,532962,2010-11-15 12:34:00,12471.0,Germany,68.0,8,1,45
17009,532975,2010-11-15 13:24:00,12471.0,Germany,252.0,14,1,46
18397,536239,2010-11-30 14:30:00,12471.0,Germany,1134.0,532,30,47
18398,536240,2010-11-30 14:33:00,12471.0,Germany,154.95,99,7,48
18399,536241,2010-11-30 14:35:00,12471.0,Germany,849.75,569,34,49
1016,491738,2009-12-14 10:49:00,12472.0,Germany,1286.43,903,65,1
2801,497238,2010-02-08 10:34:00,12472.0,Germany,748.98,427,45,2
3411,498907,2010-02-23 14:52:00,12472.0,Germany,298.55,146,17,3
4035,500535,2010-03-08 14:27:00,12472.0,Germany,397.07,253,23,4
4618,502037,2010-03-22 13:44:00,12472.0,Germany,298.4,168,14,5
5189,503532,2010-04-01 13:20:00,12472.0,Germany,727.49,589,40,6
6191,505851,2010-04-26 12:34:00,12472.0,Germany,545.37,313,28,7
8608,512386,2010-06-15 12:14:00,12472.0,Germany,1796.48,1253,94,8
9819,515347,2010-07-12 10:26:00,12472.0,Germany,664.58,350,33,9
11712,520076,2010-08-24 09:44:00,12472.0,Germany,866.8,544,47,10
13642,524610,2010-09-30 09:28:00,12472.0,Germany,753.4399999999999,447,36,11
16414,531506,2010-11-08 15:34:00,12472.0,Germany,1293.59,837,60,12
18818,537201,2010-12-05 14:19:00,12472.0,Germany,1631.3,972,70,13
2921,497593,2010-02-11 09:41:00,12474.0,Germany,158.7,163,13,1
5689,504697,2010-04-15 17:18:00,12474.0,Germany,284.59,215,19,2
6117,505710,2010-04-25 12:36:00,12474.0,Germany,645.1,330,36,3
8484,512063,2010-06-13 11:19:00,12474.0,Germany,77.68,56,5,4
10273,516568,2010-07-21 12:39:00,12474.0,Germany,274.12,219,15,5
11462,519592,2010-08-18 14:37:00,12474.0,Germany,613.3299999999999,314,34,6
11463,519593,2010-08-18 14:43:00,12474.0,Germany,18.0,1,1,7
12470,522029,2010-09-10 12:05:00,12474.0,Germany,675.17,384,35,8
13039,523340,2010-09-21 15:36:00,12474.0,Germany,504.51,315,29,9
13875,525112,2010-10-04 11:16:00,12474.0,Germany,837.78,628,49,10
15596,529286,2010-10-27 12:01:00,12474.0,Germany,54.0,3,1,11
16812,532486,2010-11-12 11:45:00,12474.0,Germany,453.1,288,26,12
18089,535431,2010-11-26 12:19:00,12474.0,Germany,452.58,191,23,13
15477,528957,2010-10-26 08:49:00,12475.0,Germany,426.26,236,25,1
10451,516962,2010-07-26 09:04:00,12476.0,Germany,1231.74,628,68,1
12634,522424,2010-09-14 12:58:00,12476.0,Germany,765.29,237,29,2
12635,522425,2010-09-14 13:05:00,12476.0,Germany,18.0,1,1,3
13507,524323,2010-09-28 14:41:00,12476.0,Germany,739.13,293,33,4
14138,525824,2010-10-07 11:46:00,12476.0,Germany,90.0,5,1,5
14993,527776,2010-10-19 10:58:00,12476.0,Germany,1269.74,807,51,6
14994,527777,2010-10-19 11:01:00,12476.0,Germany,175.5,10,4,7
14995,527783,2010-10-19 11:04:00,12476.0,Germany,198.0,11,1,8
15919,530259,2010-11-02 11:33:00,12476.0,Germany,1553.77,645,56,9
15922,530265,2010-11-02 11:38:00,12476.0,Germany,216.0,12,1,10
16337,531372,2010-11-07 15:34:00,12476.0,Germany,951.82,583,35,11
16349,531388,2010-11-08 09:35:00,12476.0,Germany,90.0,5,1,12
4885,502764,2010-03-26 14:01:00,12477.0,Germany,2021.23,841,105,1
9437,514369,2010-07-02 08:26:00,12477.0,Germany,2464.63,814,88,2
16206,530970,2010-11-05 09:35:00,12477.0,Germany,2570.77,811,71,3
10231,516453,2010-07-20 13:21:00,12480.0,Germany,451.9,271,27,1
14243,526085,2010-10-08 12:06:00,12480.0,Germany,1012.15,455,38,2
16256,531190,2010-11-05 15:08:00,12480.0,Germany,719.1700000000001,519,23,3
5478,504146,2010-04-11 13:10:00,12481.0,Germany,2969.6,2108,50,1
5505,504193,2010-04-12 10:10:00,12481.0,Germany,306.0,1,1,2
12692,522553,2010-09-15 11:56:00,12481.0,Germany,1809.35,1095,69,3
15420,528853,2010-10-25 10:41:00,12481.0,Germany,681.88,366,17,4
18196,535794,2010-11-28 14:33:00,12481.0,Germany,838.86,294,27,5
