,customer_id,first_order_date,total_orders,total_revenue
54,12419.0,2010-10-22 10:40:00,2,503.01
55,12421.0,2010-07-22 13:57:00,2,291.56
56,12422.0,2009-12-18 12:44:00,14,4428.24
57,12423.0,2010-08-31 09:31:00,2,763.08
58,12424.0,2010-06-09 15:15:00,2,1579.07
59,12425.0,2010-09-17 14:10:00,1,964.21
60,12426.0,2010-02-15 08:41:00,1,762.48
61,12427.0,2010-12-03 10:44:00,1,303.5
62,12429.0,2010-06-11 13:28:00,5,3735.51
63,12431.0,2010-01-15 09:04:00,13,4370.52
64,12433.0,2010-08-20 09:23:00,5,7205.389999999999
65,12434.0,2010-11-23 13:38:00,1,297.29
66,12435.0,2009-12-02 13:58:00,4,6096.04
67,12437.0,2009-12-02 16:24:00,21,7731.99
68,12439.0,2009-12-14 08:40:00,2,1158.18
69,12440.0,2009-12-22 12:03:00,2,859.2
70,12441.0,2010-12-08 10:45:00,1,173.55
71,12443.0,2009-12-07 15:42:00,1,485.31
72,12445.0,2010-10-15 12:28:00,1,301.58000000000004
73,12449.0,2010-09-27 09:37:00,2,768.6
74,12450.0,2010-08-22 13:11:00,3,490.32000000000005
75,12451.0,2010-06-28 12:58:00,3,3634.36
76,12454.0,2010-10-14 17:33:00,4,13151.44
77,12455.0,2009-12-18 12:33:00,4,3413.09
78,12457.0,2010-09-30 17:59:00,1,632.68
79,12458.0,2010-08-09 10:33:00,2,830.09
80,12459.0,2010-04-13 14:53:00,1,454.36
81,12460.0,2010-09-09 13:51:00,1,326.65
82,12466.0,2010-01-26 16:26:00,1,56.73
83,12467.0,2010-10-12 15:41:00,1,132.8
84,12468.0,2010-01-26 10:09:00,3,2941.2
85,12469.0,2010-06-21 10:30:00,2,3070.54
86,12470.0,2010-01-19 11:01:00,1,211.95
87,12471.0,2009-12-07 10:41:00,49,20139.739999999998
88,12472.0,2009-12-14 10:49:00,13,11308.48
89,12474.0,2010-02-11 09:41:00,13,5048.66
90,12475.0,2010-10-26 08:49:00,1,426.26
91,12476.0,2010-07-26 09:04:00,12,7298.99
92,12477.0,2010-03-26 14:01:00,3,7056.63
93,12480.0,2010-07-20 13:21:00,3,2183.2200000000003
94,12481.0,2010-04-11 13:10:00,6,6765.07
95,12482.0,2010-02-24 10:24:00,29,23691.4
96,12483.0,2010-01-31 13:28:00,11,2635.6000000000004
97,12484.0,2010-01-27 16:41:00,6,1828.43
98,12485.0,2010-06-28 15:22:00,1,708.1
99,12486.0,2010-10-04 12:14:00,1,1037.28
100,12487.0,2009-12-09 11:36:00,1,285.29999999999995
101,12490.0,2009-12-01 12:52:00,11,4405.71
102,12492.0,2010-11-01 14:58:00,1,452.0
103,12494.0,2010-05-12 13:52:00,3,626.77
104,12495.0,2010-03-09 10:53:00,1,357.4
105,12496.0,2010-03-29 13:57:00,2,54.09
106,12497.0,2010-03-05 09:39:00,2,5205.400000000001
107,12499.0,2010-05-28 15:12:00,1,393.72
108,12500.0,2010-02-04 15:05:00,8,1697.39
109,12503.0,2010-05-04 13:59:00,1,1126.0
110,12504.0,2010-04-22 10:24:00,2,297.0
111,12505.0,2010-10-27 09:18:00,1,955.2
112,12507.0,2010-05-04 09:23:00,1,539.25
113,12510.0,2009-12-04 13:47:00,7,4195.45
114,12511.0,2010-10-07 10:39:00,1,3084.02
115,12514.0,2010-03-08 12:18:00,1,580.08
116,12516.0,2010-04-19 14:14:00,2,1336.56
117,12519.0,2010-08-20 08:21:00,1,385.7
118,12523.0,2009-12-07 13:46:00,12,2582.38
119,12524.0,2010-02-08 14:41:00,9,6640.39
120,12525.0,2010-03-02 14:01:00,3,973.73
121,12527.0,2010-06-28 15:37:00,2,386.8
122,12529.0,2010-06-29 13:10:00,1,316.48
123,12530.0,2010-03-07 14:37:00,5,2096.98
124,12531.0,2010-01-22 14:17:00,1,1807.98
125,12533.0,2009-12-01 11:50:00,2,1367.8899999999999
126,12537.0,2010-10-27 08:36:00,1,732.94
127,12538.0,2010-11-26 13:02:00,1,276.5
128,12539.0,2009-12-23 13:00:00,3,5646.4
129,12540.0,2009-12-07 16:56:00,16,8854.25
130,12542.0,2010-03-09 16:26:00,2,481.88
131,12543.0,2010-09-17 15:51:00,1,980.25
132,12547.0,2010-07-27 13:55:00,1,175.78
133,12549.0,2010-01-11 12:29:00,6,1575.68
134,12553.0,2010-10-12 13:35:00,2,916.47
135,12554.0,2010-09-17 12:29:00,1,468.5
136,12555.0,2010-01-26 16:26:00,1,129.23
137,12557.0,2009-12-17 10:39:00,4,6725.18
138,12562.0,2010-09-30 13:13:00,2,1185.1799999999998
139,12563.0,2010-10-27 09:52:00,1,249.24
140,12567.0,2010-02-11 10:30:00,7,4308.58
141,12568.0,2010-03-05 09:15:00,1,70.0
142,12570.0,2010-01-26 17:28:00,1,77.52
143,12573.0,2010-08-31 17:25:00,4,556.87
144,12575.0,2010-07-01 09:15:00,2,622.8199999999999
145,12576.0,2010-07-01 13:46:00,3,826.89
146,12577.0,2009-12-03 19:31:00,5,995.95
147,12578.0,2010-09-22 11:19:00,2,1847.94
148,12580.0,2010-05-12 11:45:00,1,637.2
149,12582.0,2010-05-11 09:55:00,2,1469.04
150,12583.0,2009-12-06 11:57:00,13,7166.0599999999995
151,12586.0,2009-12-16 13:15:00,3,1865.73
152,12588.0,2010-04-21 12:22:00,3,743.88
153,12589.0,2010-01-19 12:26:00,6,4048.98
154,12591.0,2010-10-27 10:42:00,2,899.3
155,12592.0,2010-07-08 14:06:00,3,2145.06
156,12594.0,2010-03-03 13:51:00,5,1751.89
157,12595.0,2010-07-23 09:10:00,1,299.02
158,12598.0,2010-03-01 09:58:00,3,1511.01
159,12599.0,2010-05-11 10:42:00,6,1264.14
160,12600.0,2009-12-07 13:37:00,12,2444.88
161,12601.0,2010-10-31 10:57:00,1,104.19999999999999
162,12605.0,2010-09-07 14:21:00,4,1232.95
163,12606.0,2010-01-26 16:23:00,1,21.0
164,12608.0,2010-10-31 10:49:00,1,415.79
165,12609.0,2009-12-20 13:30:00,6,2309.01
166,12613.0,2009-12-14 13:10:00,5,3490.69
167,12615.0,2010-03-18 14:09:00,4,3449.79
168,12616.0,2010-11-16 11:38:00,1,417.8
169,12619.0,2010-05-28 12:52:00,1,140.14
170,12621.0,2010-02-09 12:01:00,16,11086.14
171,12623.0,2010-01-12 11:45:00,6,3442.74
172,12625.0,2010-04-22 11:33:00,2,2481.06
173,12629.0,2010-10-12 16:40:00,2,1558.22
174,12631.0,2010-01-15 14:50:00,5,2841.0699999999997
175,12632.0,2010-05-24 09:07:00,2,804.88
176,12633.0,2010-07-02 11:44:00,3,3514.18
177,12634.0,2010-06-09 15:41:00,2,490.0
178,12635.0,2010-09-09 10:50:00,2,1241.23
179,12636.0,2009-12-01 09:55:00,1,141.0
180,12637.0,2010-06-14 13:36:00,4,2318.41
181,12638.0,2010-03-10 10:30:00,1,249.8
182,12639.0,2010-03-22 09:05:00,2,826.27
183,12643.0,2010-04-07 14:16:00,6,5005.780000000001
184,12644.0,2010-01-14 13:02:00,3,1440.5800000000002
185,12645.0,2010-02-09 10:49:00,4,1764.12
186,12647.0,2010-01-13 15:06:00,27,14201.53
187,12648.0,2010-01-07 18:38:00,3,793.95
188,12649.0,2010-01-12 17:24:00,5,1671.1399999999999
189,12651.0,2010-08-31 15:21:00,3,263.75
190,12652.0,2010-10-01 15:16:00,1,97.05000000000001
191,12653.0,2010-07-01 09:56:00,1,1950.98
192,12655.0,2010-10-12 09:17:00,1,261.35
193,12656.0,2010-05-26 09:00:00,3,2356.66
194,12661.0,2010-09-29 16:46:00,1,162.0
195,12662.0,2010-04-01 09:50:00,10,3138.2400000000002
196,12663.0,2010-02-09 14:28:00,2,239.4
197,12664.0,2009-12-13 10:28:00,2,1188.16
198,12665.0,2010-02-08 15:11:00,2,250.60000000000002
199,12666.0,2010-11-10 16:40:00,1,1248.42
200,12668.0,2010-01-31 15:45:00,6,7637.53
201,12670.0,2010-02-11 10:13:00,2,764.24
202,12671.0,2010-04-12 16:30:00,1,2622.481
203,12672.0,2010-04-23 09:57:00,1,211.15
204,12673.0,2010-11-03 10:46:00,1,619.5
205,12675.0,2010-05-10 16:44:00,2,958.5
206,12676.0,2010-08-13 13:29:00,5,1511.6999999999998
207,12677.0,2010-02-11 13:55:00,2,395.1
208,12678.0,2010-01-07 16:46:00,9,16652.72
209,12681.0,2009-12-13 13:31:00,24,17080.739999999998
210,12682.0,2009-12-01 09:28:00,23,11745.69
211,12683.0,2009-12-13 15:01:00,8,4220.21
212,12686.0,2010-12-03 09:51:00,1,89.14
213,12687.0,2010-08-16 12:10:00,2,2138.91
214,12691.0,2010-10-15 12:00:00,1,134.6
215,12692.0,2010-03-12 14:02:00,1,110.95
216,12693.0,2010-07-05 13:56:00,3,847.11
217,12694.0,2010-10-14 19:39:00,1,973.68
218,12695.0,2010-02-12 13:22:00,3,825.02
219,12696.0,2010-07-19 10:02:00,2,851.91
220,12698.0,2010-04-28 15:51:00,1,339.75
221,12699.0,2010-10-18 12:07:00,1,638.11
222,12701.0,2010-03-16 13:23:00,4,1648.7
223,12703.0,2010-01-24 12:05:00,3,722.98
224,12705.0,2010-06-24 09:51:00,5,4893.8099999999995
225,12708.0,2009-12-18 10:25:00,9,2601.19
226,12709.0,2009-12-09 13:49:00,20,21356.82
227,12711.0,2010-02-01 11:30:00,2,1339.05
228,12712.0,2009-12-09 10:46:00,10,2797.5299999999997
229,12714.0,2009-12-04 10:00:00,7,9384.85
230,12717.0,2010-04-28 14:34:00,1,277.93
231,12720.0,2010-07-21 09:46:00,6,2478.94
232,12721.0,2010-08-25 11:07:00,2,1356.9499999999998
233,12724.0,2010-06-22 14:00:00,3,1286.11
234,12725.0,2010-05-04 13:59:00,4,2266.7599999999998
235,12726.0,2010-03-25 16:25:00,4,1405.5
236,12727.0,2010-02-23 09:54:00,3,1698.8300000000002
237,12728.0,2010-11-21 11:34:00,1,233.84
238,12730.0,2010-07-06 12:19:00,1,829.25
239,12731.0,2010-03-02 09:23:00,5,6879.8
240,12733.0,2010-01-19 13:23:00,3,2040.92
241,12734.0,2010-11-12 13:26:00,2,529.25
242,12737.0,2010-07-29 12:27:00,2,3710.5
243,12738.0,2010-12-02 18:27:00,1,155.35
244,12739.0,2010-11-10 14:27:00,2,1713.69
245,12741.0,2010-06-24 16:24:00,2,406.07
246,12742.0,2010-03-24 12:43:00,1,1201.52
247,12744.0,2010-04-27 16:19:00,4,4037.77
248,12745.0,2010-01-26 16:22:00,3,925.41
249,12746.0,2010-06-17 10:41:00,1,254.55
250,12747.0,2009-12-07 13:23:00,16,5080.53
251,12748.0,2009-12-04 17:31:00,144,22879.66
252,12749.0,2010-07-06 15:05:00,4,2806.48
253,12751.0,2010-09-21 12:49:00,1,268.27
254,12755.0,2010-01-15 11:57:00,10,5218.709999999999
255,12758.0,2009-12-01 14:40:00,5,7111.65
256,12759.0,2009-12-04 10:47:00,5,3489.3
257,12760.0,2010-09-10 08:50:00,1,347.8
258,12761.0,2010-09-01 10:47:00,2,782.95
259,12763.0,2010-12-05 15:46:00,1,320.08
260,12765.0,2010-03-08 09:43:00,6,1404.58
261,12766.0,2010-10-28 09:29:00,3,3078.65
262,12767.0,2010-11-29 09:38:00,1,949.82
263,12768.0,2010-09-15 12:08:00,1,168.69000000000003
264,12770.0,2010-09-09 11:43:00,1,1895.0
265,12771.0,2010-08-11 11:51:00,1,282.3
266,12773.0,2010-05-24 17:30:00,1,124.25
267,12774.0,2010-06-22 10:38:00,1,98.7
268,12775.0,2010-10-26 14:24:00,2,300.08
269,12776.0,2010-02-10 12:11:00,1,55.5
270,12777.0,2010-09-08 11:35:00,1,519.45
271,12778.0,2010-04-16 09:57:00,3,953.45
272,12779.0,2009-12-03 07:25:00,7,2740.91
273,12780.0,2010-04-20 09:40:00,1,337.4
274,12782.0,2010-07-08 13:31:00,6,2287.32
275,12784.0,2010-06-28 13:06:00,1,1230.33
276,12785.0,2009-12-08 13:56:00,2,788.45
277,12786.0,2010-04-09 12:12:00,1,728.5
278,12787.0,2010-10-22 14:57:00,1,398.52
279,12788.0,2010-06-29 13:05:00,4,444.9
280,12789.0,2010-01-15 12:06:00,2,181.5
281,12790.0,2010-10-25 13:04:00,1,266.93
282,12791.0,2010-03-25 17:29:00,6,863.51
283,12792.0,2010-06-23 10:49:00,1,426.47
284,12793.0,2010-11-03 13:05:00,2,471.85
285,12796.0,2010-03-21 15:49:00,1,381.0
286,12797.0,2010-10-11 12:53:00,2,552.08
287,12798.0,2010-10-14 12:27:00,1,1533.8899999999999
288,12799.0,2010-06-28 15:57:00,1,219.35
289,12800.0,2010-02-01 11:02:00,3,584.25
290,12801.0,2010-07-27 09:38:00,1,1071.82
291,12802.0,2010-05-25 09:34:00,6,1988.84
292,12803.0,2010-11-11 14:57:00,1,1092.81
293,12804.0,2010-07-27 13:52:00,2,327.02
294,12805.0,2010-02-03 09:06:00,4,1434.95
295,12806.0,2010-04-30 10:44:00,4,2878.96
296,12807.0,2010-11-21 14:21:00,1,330.35
297,12808.0,2010-09-03 10:24:00,3,422.45000000000005
298,12809.0,2010-03-02 14:19:00,2,1266.63
299,12810.0,2010-02-01 09:52:00,2,534.99
300,12811.0,2010-10-08 12:20:00,2,519.05
301,12813.0,2010-01-15 16:52:00,3,1687.8000000000002
302,12817.0,2010-10-01 08:57:00,2,524.94
303,12819.0,2010-09-07 15:20:00,1,540.52
304,12820.0,2009-12-05 13:37:00,7,1747.18
305,12821.0,2010-04-07 15:14:00,1,128.07999999999998
306,12823.0,2010-01-29 12:52:00,13,4742.0
307,12825.0,2010-03-08 10:17:00,2,518.63
308,12826.0,2009-12-18 10:43:00,6,1481.0300000000002
309,12829.0,2010-06-07 15:04:00,1,92.30000000000001
310,12831.0,2010-09-02 15:58:00,2,236.06
311,12835.0,2009-12-03 12:13:00,41,6043.31
312,12836.0,2009-12-01 14:19:00,11,3972.76
313,12837.0,2010-05-19 15:10:00,1,554.31
314,12838.0,2010-04-26 09:59:00,9,2715.3500000000004
315,12839.0,2009-12-07 09:18:00,13,4480.31
316,12840.0,2010-02-03 14:51:00,3,1315.2
317,12841.0,2010-07-08 15:38:00,17,3518.33
318,12842.0,2009-12-02 08:15:00,2,799.0
319,12843.0,2009-12-13 11:41:00,22,4886.15
320,12844.0,2010-04-25 11:51:00,2,322.64
321,12846.0,2010-01-26 16:29:00,1,15.58
322,12847.0,2010-11-17 12:44:00,1,765.36
323,12848.0,2010-02-02 12:45:00,1,208.0
324,12849.0,2010-04-27 13:44:00,4,2039.6699999999998
325,12850.0,2010-09-20 12:26:00,1,330.0
326,12851.0,2010-08-19 15:13:00,1,148.95
327,12853.0,2010-02-05 11:57:00,5,1950.4
328,12854.0,2009-12-11 12:55:00,4,1669.52
329,12855.0,2010-11-02 18:16:00,4,612.84
330,12857.0,2010-01-25 15:37:00,4,2581.6
331,12858.0,2010-11-21 12:55:00,1,177.92
332,12859.0,2010-09-07 12:20:00,1,575.1
333,12860.0,2010-01-15 15:22:00,1,55.47
334,12861.0,2010-03-30 11:39:00,1,68.25
335,12862.0,2010-08-01 15:20:00,2,1008.3199999999999
336,12863.0,2010-04-29 13:54:00,5,2271.35
337,12864.0,2010-07-19 17:22:00,1,152.45
338,12865.0,2010-08-20 12:20:00,2,1755.2400000000002
339,12866.0,2010-07-25 11:37:00,2,668.23
340,12867.0,2009-12-16 16:25:00,6,3876.47
341,12868.0,2010-11-12 10:05:00,3,640.0
342,12869.0,2010-01-27 12:10:00,1,337.66999999999996
343,12870.0,2010-03-25 14:32:00,3,1676.95
344,12871.0,2010-09-26 10:34:00,1,363.38
345,12872.0,2009-12-03 20:03:00,11,3085.52
346,12873.0,2010-01-27 09:50:00,2,1653.3000000000002
347,12874.0,2010-06-03 12:51:00,2,948.42
348,12875.0,2010-01-11 12:37:00,3,1013.76
349,12876.0,2010-04-28 13:26:00,2,1863.77
350,12877.0,2010-01-18 10:23:00,8,1419.4
351,12880.0,2010-05-14 11:57:00,2,640.13
352,12887.0,2010-11-21 11:18:00,1,222.4
353,12889.0,2010-07-25 14:32:00,4,385.46000000000004
354,12890.0,2010-11-17 14:05:00,1,336.8
355,12891.0,2010-02-18 14:32:00,8,509.5
356,12892.0,2010-11-08 09:51:00,1,263.38
357,12894.0,2010-05-13 14:47:00,1,157.35
358,12897.0,2010-06-14 11:58:00,2,297.75
359,12898.0,2010-02-18 12:36:00,2,310.96000000000004
360,12899.0,2010-10-22 09:53:00,1,366.4
361,12900.0,2010-10-13 15:17:00,1,340.33
362,12903.0,2010-10-07 12:39:00,1,833.53
363,12905.0,2010-01-26 14:06:00,2,1018.42
364,12907.0,2010-08-02 14:33:00,2,508.90999999999997
365,12908.0,2010-03-19 15:59:00,3,1026.0
366,12909.0,2010-02-24 12:14:00,3,924.52
367,12910.0,2010-03-28 13:10:00,5,2721.48
368,12911.0,2010-06-06 12:13:00,1,1680.47
369,12913.0,2009-12-01 12:18:00,9,4217.2300000000005
370,12914.0,2010-11-04 12:28:00,1,223.98
371,12915.0,2010-04-29 19:36:00,3,811.1
372,12916.0,2010-01-24 11:26:00,3,1647.87
373,12917.0,2009-12-09 14:22:00,5,3765.2
374,12918.0,2010-03-23 15:22:00,1,10953.5
375,12920.0,2009-12-14 15:58:00,3,323.86
376,12921.0,2009-12-01 13:43:00,39,19333.95
377,12923.0,2010-05-13 14:55:00,2,612.9
378,12924.0,2009-12-09 12:40:00,8,1535.7
379,12925.0,2010-04-26 10:32:00,1,35.28
380,12926.0,2009-12-14 14:35:00,4,1548.46
381,12927.0,2010-11-10 10:02:00,1,197.31
382,12928.0,2010-06-08 10:16:00,7,2242.19
383,12931.0,2009-12-01 11:46:00,42,50291.380000000005
384,12932.0,2010-02-10 08:46:00,8,1698.56
385,12933.0,2009-12-10 16:39:00,5,1079.5
386,12934.0,2009-12-03 10:51:00,1,181.65
387,12935.0,2010-04-11 15:59:00,8,2083.16
388,12937.0,2009-12-03 15:43:00,5,1593.34
389,12939.0,2010-01-12 11:27:00,12,13683.0
390,12941.0,2009-12-15 13:12:00,1,377.49
391,12942.0,2010-12-09 09:34:00,1,258.75
392,12943.0,2010-04-13 11:03:00,2,496.5
393,12945.0,2010-02-21 15:18:00,1,437.16
394,12946.0,2010-09-29 10:14:00,1,324.45
395,12947.0,2010-12-01 16:21:00,1,304.04
396,12948.0,2009-12-02 12:28:00,2,252.48000000000002
397,12949.0,2009-12-03 15:56:00,14,11359.48
398,12951.0,2010-01-10 12:43:00,9,2149.65
399,12953.0,2010-07-05 13:37:00,1,498.96000000000004
400,12954.0,2010-03-11 10:16:00,1,162.45
401,12956.0,2009-12-15 19:03:00,3,413.82
402,12957.0,2009-12-11 12:01:00,5,4689.43
403,12958.0,2010-05-05 16:22:00,2,539.49
404,12959.0,2010-08-12 17:20:00,1,150.95
405,12960.0,2010-02-16 13:32:00,4,1322.0700000000002
406,12961.0,2010-11-25 16:44:00,1,211.99
407,12963.0,2010-07-08 14:45:00,5,1744.96
408,12964.0,2010-09-28 17:47:00,1,132.24
409,12967.0,2010-11-21 11:03:00,2,2646.0200000000004
410,12969.0,2010-04-16 10:50:00,1,122.45
411,12970.0,2009-12-04 14:19:00,6,1072.73
412,12971.0,2009-12-15 19:04:00,33,4782.88
413,12972.0,2010-02-16 14:30:00,4,1161.2
414,12973.0,2010-10-22 10:14:00,1,385.55
415,12974.0,2010-05-23 11:45:00,1,264.15
416,12975.0,2009-12-06 10:38:00,6,2100.09
417,12976.0,2010-02-12 15:46:00,7,2417.78
418,12977.0,2010-07-16 16:25:00,3,478.39
419,12978.0,2009-12-10 12:10:00,5,2502.82
420,12979.0,2009-12-10 15:45:00,1,517.7
421,12980.0,2009-12-02 11:26:00,12,8870.880000000001
422,12982.0,2010-04-12 13:50:00,7,2354.27
423,12983.0,2010-04-20 12:58:00,1,490.08000000000004
424,12986.0,2010-01-21 10:45:00,10,2729.84
425,12987.0,2010-01-20 09:57:00,3,753.51
426,12989.0,2009-12-10 13:27:00,18,6627.64
427,12990.0,2010-03-30 11:36:00,4,546.0
428,12991.0,2010-11-15 13:43:00,1,261.06
429,12992.0,2009-12-14 16:46:00,1,93.35000000000001
430,12993.0,2010-02-18 10:35:00,4,844.87
431,12996.0,2010-11-29 09:27:00,1,355.5
432,12997.0,2010-04-06 11:06:00,4,884.02
433,12998.0,2010-02-24 11:55:00,3,920.08
434,13000.0,2009-12-14 17:03:00,1,497.65000000000003
435,13001.0,2009-12-03 16:21:00,20,14353.28
436,13002.0,2010-10-01 11:58:00,2,293.18
437,13004.0,2009-12-15 09:44:00,18,5994.94
438,13005.0,2010-09-08 12:52:00,2,485.98
439,13007.0,2010-05-09 10:38:00,1,175.25
440,13008.0,2009-12-16 16:07:00,2,382.65999999999997
441,13009.0,2010-02-05 12:22:00,1,234.0
442,13010.0,2010-03-01 11:28:00,2,330.12
443,13011.0,2010-12-02 17:22:00,1,50.550000000000004
444,13012.0,2010-04-26 14:14:00,3,1310.99
445,13013.0,2009-12-14 10:34:00,18,7814.83
446,13014.0,2010-10-03 11:35:00,1,1914.8
447,13015.0,2010-04-15 16:35:00,6,3240.1400000000003
448,13018.0,2010-03-01 12:34:00,7,2485.46
449,13019.0,2009-12-06 15:40:00,6,1229.95
450,13020.0,2010-02-18 10:35:00,2,618.96
451,13021.0,2009-12-05 12:02:00,8,2270.86
452,13022.0,2010-10-06 10:50:00,1,65.3
453,13023.0,2010-06-29 09:51:00,1,759.13
454,13024.0,2010-05-06 14:25:00,2,555.87
455,13025.0,2009-12-08 10:02:00,1,323.39
456,13026.0,2009-12-13 11:34:00,4,757.72
457,13027.0,2010-01-20 10:41:00,13,10423.2
458,13029.0,2010-07-04 13:46:00,2,679.8
459,13030.0,2010-12-06 14:31:00,1,427.74
460,13031.0,2010-06-03 14:57:00,5,3419.27
461,13032.0,2010-09-05 14:01:00,7,1833.37
462,13033.0,2010-10-06 09:37:00,1,30.0
463,13034.0,2010-11-03 15:22:00,2,279.91
464,13035.0,2010-10-04 15:41:00,1,442.32
465,13036.0,2010-01-24 11:35:00,1,307.1
466,13037.0,2009-12-03 17:04:00,9,3033.88
467,13039.0,2009-12-17 16:43:00,4,1010.73
468,13041.0,2010-04-29 08:43:00,4,799.13
469,13042.0,2009-12-07 15:42:00,3,1556.54
470,13044.0,2010-01-08 14:46:00,10,4293.43
471,13045.0,2010-08-10 13:02:00,2,503.64
472,13046.0,2010-09-09 13:09:00,1,319.94
473,13047.0,2009-12-16 11:43:00,17,5557.62
474,13048.0,2010-01-27 12:55:00,5,2248.3
475,13049.0,2010-11-03 15:39:00,2,751.56
476,13050.0,2009-12-15 15:06:00,19,6507.67
477,13051.0,2010-03-30 11:11:00,2,155.8
478,13052.0,2010-02-23 12:31:00,6,2820.38
479,13053.0,2010-03-28 11:28:00,1,127.65
480,13055.0,2010-10-06 08:17:00,1,1106.7
481,13056.0,2010-06-06 14:10:00,1,209.48
482,13057.0,2010-03-18 12:14:00,3,722.09
483,13059.0,2010-03-31 12:23:00,9,2119.77
484,13063.0,2010-08-16 12:27:00,1,188.4
485,13064.0,2010-04-27 10:08:00,2,561.25
486,13065.0,2010-06-10 11:44:00,5,1055.0500000000002
487,13067.0,2010-09-19 13:43:00,2,393.04999999999995
488,13069.0,2010-06-14 14:27:00,16,5247.01
489,13070.0,2009-12-07 14:44:00,3,522.9
490,13071.0,2010-04-06 13:37:00,1,129.22
491,13073.0,2010-09-28 09:27:00,2,418.08
492,13074.0,2009-12-16 11:46:00,4,1378.74
493,13076.0,2010-09-08 10:27:00,1,135.4
494,13077.0,2009-12-11 11:17:00,8,2335.4
495,13078.0,2009-12-01 09:06:00,32,16904.510000000002
496,13079.0,2010-10-18 14:15:00,1,199.08
497,13080.0,2010-04-09 13:07:00,3,222.65
498,13081.0,2009-12-08 13:58:00,19,30867.77
499,13082.0,2009-12-22 15:37:00,12,3722.12
500,13083.0,2010-10-10 13:38:00,1,91.67999999999999
501,13084.0,2010-08-05 08:49:00,1,122.39999999999999
502,13085.0,2009-12-01 07:45:00,6,2017.1999999999998
503,13086.0,2010-11-22 10:28:00,1,439.33000000000004
504,13087.0,2009-12-13 15:16:00,1,313.64
505,13088.0,2010-10-18 15:35:00,1,236.11
506,13089.0,2009-12-02 15:44:00,109,57912.03
507,13090.0,2010-08-02 13:58:00,13,5192.27
508,13091.0,2009-12-10 11:50:00,2,1976.0
509,13092.0,2010-02-10 08:44:00,7,1662.45
510,13093.0,2009-12-04 10:32:00,48,47111.18
511,13094.0,2010-11-15 14:15:00,2,505.8
512,13096.0,2010-11-10 14:08:00,1,419.70000000000005
513,13097.0,2009-12-01 13:31:00,18,7378.8
514,13101.0,2010-01-27 15:49:00,3,594.2099999999999
