,order_id,order_datetime,customer_id,country,order_revenue,item_count,unique_products,order_number
15269,533088,2010-11-16 10:05:00,12357.0,Switzerland,3227.08,1701,110,1
551,490751,2009-12-08 07:59:00,12358.0,Austria,282.03000000000003,91,9,1
7289,511229,2010-06-07 12:28:00,12358.0,Austria,100.1,65,12,2
16346,535879,2010-11-29 10:56:00,12358.0,Austria,733.58,226,18,3
380,490382,2009-12-05 13:32:00,12359.0,Cyprus,422.44,178,25,1
1126,492397,2009-12-16 15:24:00,12359.0,Cyprus,10.2,12,1,2
3589,500379,2010-03-08 10:15:00,12359.0,Cyprus,315.84000000000003,102,18,3
4163,502098,2010-03-23 08:55:00,12359.0,Cyprus,192.60000000000002,52,11,4
7968,513123,2010-06-22 10:24:00,12359.0,Cyprus,295.40000000000003,82,14,5
12749,526174,2010-10-10 11:16:00,12359.0,Cyprus,466.28000000000003,246,28,6
2989,498613,2010-02-22 09:32:00,12360.0,Austria,118.00000000000001,100,10,1
6779,509627,2010-05-25 09:55:00,12360.0,Austria,410.0,352,28,2
15021,532443,2010-11-12 11:31:00,12360.0,Austria,690.79,535,42,3
2063,495719,2010-01-26 14:37:00,12361.0,Belgium,94.19999999999999,44,6,1
6114,507426,2010-05-09 15:33:00,12361.0,Belgium,83.15,37,5,2
10884,521354,2010-09-03 15:19:00,12361.0,Belgium,99.0,60,5,3
4110,501904,2010-03-21 15:56:00,12368.0,Cyprus,371.5,146,10,1
3578,500367,2010-03-08 08:09:00,12369.0,Austria,159.6,120,7,1
11403,522773,2010-09-16 14:34:00,12369.0,Austria,977.1800000000001,899,70,2
13669,528576,2010-10-22 13:13:00,12369.0,Austria,143.35,85,8,3
2544,497363,2010-02-09 09:41:00,12370.0,Austria,343.26,162,21,1
4282,502493,2010-03-25 10:28:00,12370.0,Austria,101.06,58,6,2
4298,502568,2010-03-25 12:10:00,12370.0,Austria,30.6,20,2,3
3473,500157,2010-03-04 18:23:00,12371.0,Switzerland,240.88,169,16,1
3474,500158,2010-03-04 18:25:00,12371.0,Switzerland,246.8,80,16,2
13883,529091,2010-10-26 13:37:00,12371.0,Switzerland,1299.94,583,67,3
2393,496864,2010-02-04 12:08:00,12373.0,Austria,320.7,202,18,1
4316,502607,2010-03-25 13:49:00,12373.0,Austria,213.35000000000002,105,14,2
5795,506579,2010-04-30 14:01:00,12374.0,Austria,818.7,390,24,1
13067,526941,2010-10-14 10:16:00,12374.0,Austria,550.35,205,12,2
13300,527439,2010-10-18 08:42:00,12376.0,Switzerland,112.55,57,7,1
5747,506435,2010-04-29 15:34:00,12377.0,Switzerland,981.88,583,42,1
15929,534738,2010-11-23 19:24:00,12377.0,Switzerland,439.44,320,26,2
6866,509980,2010-05-26 14:07:00,12378.0,Switzerland,1076.57,634,66,1
8019,513275,2010-06-23 12:49:00,12379.0,Belgium,302.58,158,16,1
13040,526893,2010-10-13 14:46:00,12379.0,Belgium,370.5,243,22,2
2745,497947,2010-02-15 12:05:00,12380.0,Belgium,1204.53,456,45,1
8293,513964,2010-06-29 15:17:00,12380.0,Belgium,1060.05,469,38,2
8294,513965,2010-06-29 15:28:00,12380.0,Belgium,327.0,172,21,3
10723,520872,2010-08-31 14:54:00,12380.0,Belgium,903.24,525,41,4
16125,535321,2010-11-25 15:14:00,12385.0,Belgium,1359.1,534,58,1
17040,537676,2010-12-08 09:53:00,12386.0,Australia,215.7,94,7,1
13540,528152,2010-10-20 16:27:00,12387.0,Australia,110.03999999999999,132,8,1
5977,507148,2010-05-06 12:54:00,12388.0,Australia,461.62,266,26,1
11539,523115,2010-09-20 12:41:00,12388.0,Australia,628.23,237,19,2
2993,498617,2010-02-22 10:15:00,12389.0,Australia,164.85,67,6,1
6650,509378,2010-05-21 15:12:00,12389.0,Australia,378.28,183,19,2
14248,530272,2010-11-02 11:52:00,12389.0,Australia,666.3,314,22,3
2738,497932,2010-02-15 10:12:00,12391.0,Cyprus,543.79,278,39,1
2992,498616,2010-02-22 10:13:00,12391.0,Cyprus,38.099999999999994,6,3,2
5303,505236,2010-04-21 10:58:00,12391.0,Cyprus,634.85,366,40,3
10758,520972,2010-09-01 12:38:00,12391.0,Cyprus,294.39,155,59,4
5609,506115,2010-04-27 14:04:00,12392.0,Australia,196.95000000000002,69,5,1
12644,525872,2010-10-07 13:49:00,12393.0,Australia,303.8,144,16,1
15806,534450,2010-11-22 16:10:00,12393.0,Australia,380.4,288,22,2
5103,504714,2010-04-16 10:16:00,12395.0,Belgium,922.84,628,48,1
9644,517823,2010-08-02 12:37:00,12395.0,Belgium,217.48,124,14,2
14074,529690,2010-10-29 12:44:00,12395.0,Belgium,229.02,174,15,3
16794,537026,2010-12-03 16:35:00,12395.0,Belgium,86.2,68,5,4
2363,496703,2010-02-03 13:22:00,12396.0,RSA,883.58,586,62,1
3479,500163,2010-03-05 08:45:00,12399.0,Belgium,164.58,170,13,1
8672,515020,2010-07-08 09:13:00,12399.0,Belgium,174.11,205,13,2
15545,533815,2010-11-19 08:53:00,12399.0,Belgium,226.0,150,12,3
13589,528335,2010-10-21 13:45:00,12400.0,Australia,205.25,91,11,1
2479,497210,2010-02-07 12:41:00,12402.0,Belgium,176.7,86,10,1
5143,504860,2010-04-18 12:04:00,12402.0,Belgium,285.9,166,15,2
8597,514814,2010-07-06 12:15:00,12402.0,Belgium,189.9,90,10,3
11340,522597,2010-09-15 13:24:00,12402.0,Belgium,135.4,79,8,4
15008,532423,2010-11-12 09:50:00,12402.0,Belgium,140.65,62,10,5
8591,514808,2010-07-06 11:39:00,12403.0,Denmark,67.5,18,1,1
1557,494143,2010-01-11 14:04:00,12406.0,Denmark,622.88,276,21,1
5409,505547,2010-04-22 18:41:00,12406.0,Denmark,237.2,88,6,2
14515,531010,2010-11-05 11:42:00,12406.0,Denmark,908.34,342,20,3
9525,517512,2010-07-29 13:27:00,12408.0,Belgium,179.1,99,9,1
11336,522592,2010-09-15 13:16:00,12408.0,Belgium,259.56,208,14,2
15597,533972,2010-11-19 13:21:00,12408.0,Belgium,419.78,230,20,3
6699,509437,2010-05-23 15:21:00,12409.0,Switzerland,1666.56,436,25,1
13158,527145,2010-10-15 10:24:00,12409.0,Switzerland,935.1600000000001,372,18,2
9321,516935,2010-07-25 13:26:00,12410.0,Switzerland,223.38,126,12,1
13845,528959,2010-10-26 09:25:00,12411.0,Australia,255.4,128,19,1
7882,512902,2010-06-18 13:22:00,12412.0,Denmark,465.24,350,23,1
9903,518508,2010-08-09 14:26:00,12412.0,Denmark,436.78999999999996,332,24,2
14291,530383,2010-11-02 17:02:00,12412.0,Denmark,86.75999999999999,124,7,3
14267,530310,2010-11-02 13:26:00,12413.0,Spain,106.95,23,6,1
10796,521126,2010-09-02 12:22:00,12414.0,Austria,74.88,120,5,1
8302,513987,2010-06-30 08:30:00,12415.0,Australia,1578.73,855,66,1
9008,516120,2010-07-16 14:47:00,12415.0,Australia,102.24,55,4,2
13228,527350,2010-10-15 16:04:00,12415.0,Australia,250.98,229,16,3
16397,536009,2010-11-29 15:07:00,12415.0,Australia,554.4000000000001,96,4,4
2950,498550,2010-02-21 10:19:00,12416.0,Australia,202.56,132,11,1
394,490397,2009-12-06 10:30:00,12417.0,Belgium,246.25,137,15,1
719,491169,2009-12-10 11:25:00,12417.0,Belgium,8.5,10,1,2
1475,493899,2010-01-08 10:43:00,12417.0,Belgium,258.8,188,21,3
3500,500237,2010-03-05 11:56:00,12417.0,Belgium,321.99,204,22,4
4632,503438,2010-04-01 10:05:00,12417.0,Belgium,193.65,81,11,5
7823,512723,2010-06-17 13:06:00,12417.0,Belgium,55.5,24,4,6
9179,516566,2010-07-21 12:31:00,12417.0,Belgium,124.55000000000001,85,8,7
11569,523163,2010-09-20 15:31:00,12417.0,Belgium,176.5,90,12,8
12233,524862,2010-10-01 08:39:00,12417.0,Spain,140.1,100,9,9
13202,527288,2010-10-15 13:57:00,12417.0,Belgium,151.65,69,8,10
13827,528920,2010-10-25 14:27:00,12417.0,Belgium,164.55,59,9,11
4054,501813,2010-03-19 14:47:00,12418.0,Switzerland,333.99,201,23,1
6269,508053,2010-05-12 13:11:00,12418.0,Switzerland,483.67,141,14,2
13641,528435,2010-10-22 10:29:00,12418.0,Switzerland,419.59000000000003,280,25,3
13643,528438,2010-10-22 10:40:00,12419.0,Spain,238.91000000000003,205,19,1
15552,533826,2010-11-19 10:04:00,12419.0,Spain,35.400000000000006,12,1,2
9231,516735,2010-07-22 13:57:00,12421.0,Spain,49.8,28,3,1
13519,528117,2010-10-20 14:28:00,12421.0,Spain,152.91,135,13,2
1253,492744,2009-12-18 12:44:00,12422.0,Australia,75.0,60,5,1
2695,497879,2010-02-14 11:15:00,12422.0,Australia,227.25,125,12,2
4800,503860,2010-04-08 10:40:00,12422.0,Australia,58.2,47,5,3
6613,509188,2010-05-20 17:04:00,12422.0,Switzerland,390.52,246,26,4
8443,514371,2010-07-02 09:27:00,12422.0,Switzerland,147.35,71,8,5
11351,522611,2010-09-15 14:29:00,12422.0,Switzerland,227.67000000000002,99,13,6
12785,526213,2010-10-10 14:14:00,12422.0,Australia,65.5,30,4,7
14069,529629,2010-10-29 12:15:00,12422.0,Switzerland,371.65000000000003,201,21,8
14847,532026,2010-11-10 13:19:00,12422.0,Switzerland,186.20000000000002,108,10,9
10695,520737,2010-08-31 09:31:00,12423.0,Denmark,262.8,80,12,1
15378,533444,2010-11-17 11:33:00,12423.0,Belgium,380.88,332,25,2
7444,511680,2010-06-09 15:15:00,12424.0,Australia,259.7,194,11,1
12994,526756,2010-10-13 10:29:00,12424.0,Australia,737.63,561,39,2
11456,522917,2010-09-17 14:10:00,12425.0,Portugal,907.99,553,52,1
2734,497926,2010-02-15 08:41:00,12426.0,Germany,658.6800000000001,318,44,1
16762,536861,2010-12-03 10:44:00,12427.0,Germany,120.3,60,7,1
7554,511962,2010-06-11 13:28:00,12429.0,Denmark,224.39999999999998,120,7,1
7555,511963,2010-06-11 13:29:00,12429.0,Denmark,215.76,88,4,2
11840,523887,2010-09-24 14:12:00,12429.0,Denmark,682.9300000000001,403,28,3
11841,523888,2010-09-24 14:15:00,12429.0,Denmark,30.599999999999998,12,1,4
17158,538003,2010-12-09 12:05:00,12429.0,Denmark,454.20000000000005,160,12,5
1673,494511,2010-01-15 09:04:00,12431.0,Belgium,873.9200000000001,460,52,1
3414,500008,2010-03-04 09:51:00,12431.0,Australia,343.59,161,16,2
6629,509212,2010-05-21 10:12:00,12431.0,Australia,184.18,62,9,3
6751,509572,2010-05-24 13:34:00,12431.0,Australia,59.92,8,1,4
8034,513310,2010-06-23 15:00:00,12431.0,Australia,232.70000000000002,96,7,5
8593,514810,2010-07-06 11:56:00,12431.0,Australia,269.38,46,9,6
9084,516307,2010-07-19 13:55:00,12431.0,Belgium,490.18,278,27,7
10168,519419,2010-08-17 10:29:00,12431.0,Australia,152.6,52,6,8
10839,521203,2010-09-02 18:04:00,12431.0,Australia,127.0,20,1,9
13868,529057,2010-10-26 12:00:00,12431.0,Australia,299.95,113,10,10
16546,536389,2010-12-01 10:03:00,12431.0,Australia,256.25,95,10,11
10309,519735,2010-08-20 09:23:00,12433.0,Norway,9.3,31,2,1
11375,522651,2010-09-16 10:51:00,12433.0,Norway,963.61,571,52,2
14496,530966,2010-11-05 08:27:00,12433.0,Norway,1283.98,926,61,3
16590,536532,2010-12-01 13:24:00,12433.0,Norway,1289.32,1020,56,4
17128,537868,2010-12-08 16:49:00,12433.0,Norway,1279.72,984,54,5
15875,534659,2010-11-23 13:38:00,12434.0,Australia,239.64000000000001,131,16,1
3796,501119,2010-03-12 14:50:00,12435.0,Denmark,545.28,304,13,1
10296,519722,2010-08-19 16:53:00,12435.0,Denmark,304.90000000000003,137,13,2
14638,531395,2010-11-08 10:07:00,12435.0,Denmark,628.1999999999999,252,14,3
176,489883,2009-12-02 16:24:00,12437.0,France,460.68,252,24,1
1811,494897,2010-01-19 14:16:00,12437.0,France,467.88,296,28,2
2542,497360,2010-02-09 09:17:00,12437.0,France,1641.53,1471,89,3
3489,500176,2010-03-05 10:35:00,12437.0,France,215.98,130,14,4
4272,502467,2010-03-24 15:24:00,12437.0,France,355.59,263,14,5
5012,504477,2010-04-14 10:08:00,12437.0,France,273.32,144,16,6
7084,510651,2010-06-02 13:34:00,12437.0,France,68.6,92,4,7
8049,513334,2010-06-24 09:29:00,12437.0,France,459.18,230,18,8
9720,518007,2010-08-04 09:14:00,12437.0,France,205.75,97,9,9
10898,521373,2010-09-05 11:47:00,12437.0,France,88.1,70,5,10
10976,521569,2010-09-07 11:40:00,12437.0,France,216.41,175,15,11
11382,522712,2010-09-16 11:43:00,12437.0,France,57.0,52,3,12
11531,523022,2010-09-20 11:42:00,12437.0,France,129.0,68,8,13
12446,525298,2010-10-05 09:32:00,12437.0,France,111.45,75,6,14
13023,526864,2010-10-13 13:09:00,12437.0,France,304.5,127,12,15
13183,527255,2010-10-15 12:35:00,12437.0,France,275.4,158,17,16
14609,531357,2010-11-07 14:04:00,12437.0,France,220.75,121,13,17
14769,531778,2010-11-09 14:45:00,12437.0,France,86.1,34,3,18
14770,531779,2010-11-09 14:46:00,12437.0,France,96.44000000000001,140,6,19
907,491726,2009-12-14 08:40:00,12439.0,Cyprus,987.0600000000001,442,60,1
2048,495687,2010-01-26 12:11:00,12439.0,Cyprus,76.52000000000001,32,4,2
1349,493183,2009-12-22 12:03:00,12440.0,Austria,452.71,249,18,1
10874,521341,2010-09-03 13:11:00,12440.0,Austria,167.19,65,8,2
17052,537693,2010-12-08 10:45:00,12441.0,France,155.55,120,10,1
538,490718,2009-12-07 15:42:00,12443.0,Norway,232.86,166,15,1
13179,527250,2010-10-15 12:28:00,12445.0,Spain,301.58000000000004,144,20,1
10375,519899,2010-08-22 13:11:00,12450.0,Spain,148.42000000000002,110,11,1
11255,522336,2010-09-14 10:20:00,12450.0,Spain,105.6,68,5,2
14551,531221,2010-11-05 16:27:00,12450.0,Spain,193.8,132,11,3
8215,513762,2010-06-28 12:58:00,12451.0,Switzerland,1922.03,1414,101,1
10817,521172,2010-09-02 15:35:00,12451.0,Switzerland,795.73,434,29,2
10819,521174,2010-09-02 15:38:00,12451.0,Switzerland,46.980000000000004,34,3,3
1251,492742,2009-12-18 12:33:00,12455.0,Cyprus,1232.13,483,75,1
4174,502111,2010-03-23 10:30:00,12455.0,Cyprus,101.11,101,9,2
6239,507880,2010-05-11 15:03:00,12455.0,Cyprus,273.81,119,14,3
11561,523146,2010-09-20 14:39:00,12455.0,Cyprus,361.04,228,15,4
12220,524841,2010-09-30 17:59:00,12457.0,Switzerland,257.0,128,13,1
9884,518428,2010-08-09 10:33:00,12458.0,Switzerland,329.71,281,18,1
12700,526002,2010-10-08 11:36:00,12458.0,Switzerland,339.63,191,24,2
4996,504449,2010-04-13 14:53:00,12459.0,Spain,343.35,205,19,1
11075,521914,2010-09-09 13:51:00,12460.0,Belgium,236.95,162,14,1
12964,526668,2010-10-12 15:41:00,12467.0,USA,132.8,129,9,1
2033,495581,2010-01-26 10:09:00,12468.0,Germany,368.88,263,23,1
4861,503985,2010-04-09 10:08:00,12468.0,Germany,932.63,559,45,2
8375,514226,2010-07-01 10:28:00,12468.0,Germany,452.05,321,22,3
8532,514643,2010-07-05 12:40:00,12469.0,Thailand,1005.4000000000001,514,60,1
1790,494860,2010-01-19 11:01:00,12470.0,Unspecified,183.25,93,21,1
473,490563,2009-12-07 10:41:00,12471.0,Germany,654.58,294,25,1
474,490564,2009-12-07 10:42:00,12471.0,Germany,241.9,125,10,2
934,491780,2009-12-14 12:47:00,12471.0,Germany,472.71999999999997,292,26,3
936,491784,2009-12-14 12:48:00,12471.0,Germany,484.40000000000003,188,22,4
1229,492711,2009-12-18 10:09:00,12471.0,Germany,6.75,1,1,5
1230,492713,2009-12-18 10:11:00,12471.0,Germany,6.75,1,1,6
1333,492950,2009-12-21 14:52:00,12471.0,Germany,603.3100000000001,293,21,7
1532,494009,2010-01-11 08:51:00,12471.0,Germany,277.38,142,17,8
1533,494010,2010-01-11 08:53:00,12471.0,Germany,75.15,41,5,9
2036,495605,2010-01-26 10:32:00,12471.0,Germany,375.52,216,23,10
2551,497371,2010-02-09 10:24:00,12471.0,Germany,275.9,178,15,11
3232,499482,2010-02-28 13:25:00,12471.0,Germany,367.05,191,19,12
3723,500882,2010-03-10 14:50:00,12471.0,Germany,92.65,39,6,13
3724,500883,2010-03-10 14:52:00,12471.0,Germany,220.89999999999998,130,15,14
4280,502491,2010-03-25 10:20:00,12471.0,Germany,490.55,229,22,15
4322,502614,2010-03-25 14:23:00,12471.0,Germany,69.6,48,3,16
4351,502672,2010-03-26 09:41:00,12471.0,Germany,19.8,4,1,17
5022,504532,2010-04-14 11:50:00,12471.0,Germany,537.83,361,27,18
5023,504533,2010-04-14 11:51:00,12471.0,Germany,49.8,36,3,19
5550,505883,2010-04-26 13:53:00,12471.0,Germany,497.75,249,22,20
6428,508523,2010-05-17 10:15:00,12471.0,Germany,420.88,276,22,21
7265,511117,2010-06-07 10:41:00,12471.0,Germany,32.25,15,2,22
7266,511118,2010-06-07 10:42:00,12471.0,Germany,386.65,195,19,23
7268,511121,2010-06-07 10:52:00,12471.0,Germany,17.4,12,1,24
8268,513876,2010-06-29 11:55:00,12471.0,Germany,552.0,256,19,25
8270,513879,2010-06-29 11:56:00,12471.0,Germany,17.700000000000003,6,1,26
9790,518231,2010-08-05 15:28:00,12471.0,Germany,312.0,177,16,27
10388,519914,2010-08-22 13:59:00,12471.0,Germany,293.8,184,16,28
10389,519915,2010-08-22 14:00:00,12471.0,Germany,49.4,20,3,29
11020,521765,2010-09-08 11:54:00,12471.0,Germany,304.4,148,13,30
11021,521766,2010-09-08 11:54:00,12471.0,Germany,20.28,36,2,31
11941,524109,2010-09-27 13:17:00,12471.0,Germany,388.7,194,19,32
11942,524110,2010-09-27 13:19:00,12471.0,Germany,114.4,100,8,33
11943,524111,2010-09-27 13:22:00,12471.0,Germany,111.78,78,4,34
12387,525169,2010-10-04 12:17:00,12471.0,Germany,94.79999999999998,72,5,35
12388,525170,2010-10-04 12:18:00,12471.0,Germany,209.4,124,10,36
12597,525748,2010-10-07 09:31:00,12471.0,Germany,225.57000000000002,155,14,37
13041,526894,2010-10-13 14:52:00,12471.0,Germany,323.0,132,14,38
15194,532961,2010-11-15 12:31:00,12471.0,Germany,850.1,434,30,39
16488,536239,2010-11-30 14:30:00,12471.0,Germany,472.8,276,23,40
16489,536240,2010-11-30 14:33:00,12471.0,Germany,154.95,99,7,41
16490,536241,2010-11-30 14:35:00,12471.0,Germany,657.35,375,29,42
916,491738,2009-12-14 10:49:00,12472.0,Germany,1117.23,850,63,1
2501,497238,2010-02-08 10:34:00,12472.0,Germany,613.13,419,42,2
3063,498907,2010-02-23 14:52:00,12472.0,Germany,246.65,142,15,3
3624,500535,2010-03-08 14:27:00,12472.0,Germany,314.57,213,20,4
4142,502037,2010-03-22 13:44:00,12472.0,Germany,186.8,130,12,5
4656,503532,2010-04-01 13:20:00,12472.0,Germany,592.85,394,35,6
5541,505851,2010-04-26 12:34:00,12472.0,Germany,478.62,309,26,7
7694,512386,2010-06-15 12:14:00,12472.0,Germany,1533.54,1104,87,8
8782,515347,2010-07-12 10:26:00,12472.0,Germany,559.7,299,31,9
10455,520076,2010-08-24 09:44:00,12472.0,Germany,796.9,539,45,10
12164,524610,2010-09-30 09:28:00,12472.0,Germany,529.04,398,32,11
14694,531506,2010-11-08 15:34:00,12472.0,Germany,1031.83,688,52,12
16860,537201,2010-12-05 14:19:00,12472.0,Germany,1275.6,884,62,13
2618,497593,2010-02-11 09:41:00,12474.0,Germany,140.7,162,12,1
5094,504697,2010-04-15 17:18:00,12474.0,Germany,248.59,213,18,2
5476,505710,2010-04-25 12:36:00,12474.0,Germany,573.1,326,35,3
7586,512063,2010-06-13 11:19:00,12474.0,Germany,57.78,54,4,4
9181,516568,2010-07-21 12:39:00,12474.0,Germany,135.6,80,8,5
10230,519592,2010-08-18 14:37:00,12474.0,Germany,542.3299999999999,309,32,6
11126,522029,2010-09-10 12:05:00,12474.0,Germany,419.46999999999997,325,28,7
11638,523340,2010-09-21 15:36:00,12474.0,Germany,468.51,313,28,8
12378,525112,2010-10-04 11:16:00,12474.0,Germany,740.18,616,45,9
15029,532486,2010-11-12 11:45:00,12474.0,Germany,359.7,246,22,10
16199,535431,2010-11-26 12:19:00,12474.0,Germany,317.58,184,20,11
13844,528957,2010-10-26 08:49:00,12475.0,Germany,359.36,230,22,1
9344,516962,2010-07-26 09:04:00,12476.0,Germany,879.5,505,54,1
11273,522424,2010-09-14 12:58:00,12476.0,Germany,601.69,225,24,2
12040,524323,2010-09-28 14:41:00,12476.0,Germany,675.38,286,29,3
13396,527776,2010-10-19 10:58:00,12476.0,Germany,1211.25,708,47,4
14242,530259,2010-11-02 11:33:00,12476.0,Germany,1303.92,574,43,5
14623,531372,2010-11-07 15:34:00,12476.0,Germany,758.07,354,30,6
4383,502764,2010-03-26 14:01:00,12477.0,Germany,1838.43,793,99,1
8441,514369,2010-07-02 08:26:00,12477.0,Germany,1483.97,586,71,2
14499,530970,2010-11-05 09:35:00,12477.0,Germany,1659.97,573,54,3
9142,516453,2010-07-20 13:21:00,12480.0,Germany,338.2,262,24,1
12705,526085,2010-10-08 12:06:00,12480.0,Germany,771.3000000000001,370,32,2
14545,531190,2010-11-05 15:08:00,12480.0,Germany,272.42,210,19,3
4907,504146,2010-04-11 13:10:00,12481.0,Germany,786.3,414,20,1
11324,522553,2010-09-15 11:56:00,12481.0,Germany,1546.83,1026,62,2
13791,528853,2010-10-25 10:41:00,12481.0,Germany,266.08,176,10,3
16302,535794,2010-11-28 14:33:00,12481.0,Germany,617.1600000000001,272,20,4
17143,537892,2010-12-09 10:13:00,12481.0,Germany,124.38,82,8,5
3078,498936,2010-02-24 10:43:00,12482.0,Sweden,30.0,24,1,1
3079,498939,2010-02-24 10:55:00,12482.0,Sweden,30.0,24,1,2
3080,498943,2010-02-24 11:03:00,12482.0,Sweden,30.0,24,1,3
3082,498945,2010-02-24 11:16:00,12482.0,Sweden,30.0,24,1,4
4778,503831,2010-04-07 16:06:00,12482.0,Sweden,61.199999999999996,24,1,5
4780,503833,2010-04-07 16:11:00,12482.0,Sweden,61.199999999999996,24,1,6
4781,503835,2010-04-07 16:16:00,12482.0,Sweden,61.199999999999996,24,1,7
4782,503836,2010-04-07 16:17:00,12482.0,Sweden,61.199999999999996,24,1,8
5153,504871,2010-04-18 12:33:00,12482.0,Sweden,114.15,49,2,9
5154,504872,2010-04-18 12:36:00,12482.0,Sweden,114.15,49,2,10
5156,504874,2010-04-18 12:39:00,12482.0,Sweden,114.15,49,2,11
5157,504875,2010-04-18 12:44:00,12482.0,Sweden,114.15,49,2,12
2234,496326,2010-01-31 13:28:00,12483.0,Sweden,221.70000000000002,99,6,1
2592,497496,2010-02-10 09:07:00,12483.0,Sweden,47.400000000000006,40,3,2
3725,500884,2010-03-10 15:03:00,12483.0,Sweden,221.2,88,6,3
3878,501403,2010-03-16 11:29:00,12483.0,Sweden,46.8,24,2,4
5454,505669,2010-04-23 14:45:00,12483.0,Sweden,125.4,108,7,5
7403,511549,2010-06-09 09:15:00,12483.0,Sweden,166.20000000000002,52,4,6
11252,522333,2010-09-14 09:43:00,12483.0,Sweden,149.2,100,6,7
14238,530180,2010-11-02 10:27:00,12483.0,Sweden,161.4,60,3,8
16200,535433,2010-11-26 12:35:00,12483.0,Sweden,280.0,100,7,9
2117,495947,2010-01-27 16:41:00,12484.0,Spain,532.06,366,53,1
2171,496095,2010-01-29 10:15:00,12484.0,Spain,12.5,10,1,2
3220,499470,2010-02-28 11:55:00,12484.0,Spain,13.55,5,4,3
9482,517351,2010-07-28 14:43:00,12484.0,Spain,581.3,342,44,4
10067,519171,2010-08-13 13:45:00,12484.0,Spain,72.80000000000001,14,3,5
8234,513789,2010-06-28 15:22:00,12485.0,Sweden,612.3000000000001,374,31,1
12386,525167,2010-10-04 12:14:00,12486.0,Sweden,765.0,356,41,1
39,489557,2009-12-01 12:52:00,12490.0,France,393.7,246,19,1
2233,496325,2010-01-31 13:05:00,12490.0,France,270.34,254,23,2
2556,497377,2010-02-09 11:37:00,12490.0,France,355.46,185,18,3
3449,500121,2010-03-04 14:05:00,12490.0,France,166.35,117,11,4
3639,500582,2010-03-09 09:46:00,12490.0,France,364.2,226,21,5
6052,507315,2010-05-07 14:56:00,12490.0,France,379.0,232,19,6
8954,515948,2010-07-15 15:51:00,12490.0,France,361.36,179,20,7
10927,521426,2010-09-06 11:21:00,12490.0,France,384.09999999999997,236,22,8
12346,525073,2010-10-03 14:52:00,12490.0,France,306.06,188,14,9
16216,535476,2010-11-26 14:16:00,12490.0,France,423.06,253,25,10
14222,530122,2010-11-01 14:58:00,12492.0,Germany,316.15,241,19,1
6276,508062,2010-05-12 13:52:00,12494.0,France,266.0,152,17,1
13717,528641,2010-10-24 11:49:00,12494.0,France,166.4,64,9,2
17154,537967,2010-12-09 11:31:00,12494.0,France,17.700000000000003,6,1,3
3649,500639,2010-03-09 10:53:00,12495.0,Sweden,243.4,124,14,1
4486,502921,2010-03-29 13:57:00,12496.0,Spain,52.84,32,9,1
4488,502923,2010-03-29 14:06:00,12496.0,Spain,1.25,1,1,2
6993,510354,2010-05-28 15:12:00,12499.0,Germany,297.15999999999997,214,23,1
2407,496911,2010-02-04 15:05:00,12500.0,Germany,311.43,203,16,1
2437,496976,2010-02-05 09:28:00,12500.0,Germany,106.45,36,30,2
3165,499270,2010-02-25 16:21:00,12500.0,Germany,202.01000000000002,49,6,3
3900,501463,2010-03-16 15:19:00,12500.0,Germany,105.60000000000001,40,5,4
4888,504125,2010-04-11 10:44:00,12500.0,Germany,9.65,3,3,5
